DateTime,Year,DoY,Hour,FCH4,NEE,LE,H,Ustar,Rg,Tair,Tsoil5cm,Tsoil10cm,Tsoil50cm,rH,VPD,Pa,WTH,LWOUT,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,Day,c,s
2017-06-16 23:00,2017,167,23,NA,1.388383,-27.51787,-25.20431,0.2178967,0,12.56,17.72,16.78,14.6,95.19,0.6994306,1018.7,-5.211734,376.7,-0.5387489,-1.813121,-0.1430957,-0.006777241,1.245002,-1.148082,0.437293,-0.02666643,0.1578368,-0.2904646,0.1573394,0.178698,0.1077517,-0.07969948,167.9583,-0.9644248,0.2643573
2017-06-16 23:30,2017,167,23.5,NA,6.20817,2.620236,-4.980101,0.0862,0,12.78,17.68,16.79,14.6,95,0.7376208,1018.95,-5.344496,373.12,-0.9352247,-2.331252,-0.138017,1.496108,0.9500539,-0.1904354,2.131117,-0.2205017,0.009396508,-0.1454164,0.1593862,-0.08679237,-0.03608586,-0.05927922,167.9792,-0.9645196,0.2640114
2017-06-17 0:00,2017,168,0,NA,1.380052,1.013351,-10.9029,0.1099618,0,12.12,17.65,16.81,14.61,95.43,0.6455887,1019.2,-5.465952,370.68,-0.5839658,-1.873298,0.3005096,0.07490985,0.3924144,-0.8987448,0.9230106,-0.1255232,-0.1022298,-0.1099748,0.1533081,-0.002124662,-0.01161181,-0.06523715,168,-0.9646142,0.2636655
2017-06-17 0:30,2017,168,0.5,0.056,-0.2168146,3.130157,-17.69774,0.1552882,0,12.33,17.56,16.81,14.6,88.69,1.619952,1019.25,-5.488121,370.39,-0.2046756,-1.492016,0.2703995,-0.1005695,0.3733121,-1.247289,0.2082935,-0.2132936,-0.1496138,-0.05561539,0.1596855,0.0327979,-0.00939164,-0.05387528,168.0208,-0.9647087,0.2633195
2017-06-17 1:00,2017,168,1,0.0485,1.362466,-2.148674,-17.92699,0.1397696,0,11.65,17.51,16.81,14.61,88.8,1.533887,1019.3,-5.485556,368.32,-0.4532908,-1.681401,0.1843318,0.3529387,0.5221385,-1.004739,0.5831919,-0.3262046,-0.1063363,-0.1261136,0.1540947,0.05271685,0.01893556,-0.04809234,168.0417,-0.964803,0.2629735
2017-06-17 1:30,2017,168,1.5,NA,1.261084,0.7591416,-16.47519,0.1365194,0,12.02,17.44,16.81,14.61,87,1.82441,1019.65,-5.354379,367.64,-0.3679511,-1.621875,0.2322839,0.4271829,0.4570985,-1.029697,0.533277,-0.3431254,-0.1075015,-0.1029657,0.1613729,0.02184353,-0.02538461,-0.03755771,168.0625,-0.9648973,0.2626275
2017-06-17 2:00,2017,168,2,0.0341,1.301624,-0.1029658,-8.33069,0.0833,0,11.4,17.38,16.79,14.6,87.29,1.712137,1020,-5.079748,366.42,-0.4876218,-1.713465,0.4598418,0.4623959,0.07410262,-0.9221462,0.7310744,-0.4234438,-0.0609206,-0.1486315,0.1478878,-0.03984963,-0.004186226,-0.03174327,168.0833,-0.9649914,0.2622815
2017-06-17 2:30,2017,168,2.5,NA,1.399853,0.4570946,-8.0784,0.0789,0,11.17,17.33,16.77,14.6,87.88,1.607959,1019.9,-4.87013,365.89,-0.536022,-1.732331,0.4613451,0.4596655,0.06232114,-0.8867446,0.7842814,-0.4319305,-0.07903432,-0.1500396,0.1499445,-0.03921084,0.003892727,-0.02938073,168.1042,-0.9650854,0.2619354
2017-06-17 3:00,2017,168,3,0.052,0.9837478,-1.406895,-7.796183,0.0767,0,10.94,17.25,16.75,14.59,88.14,1.549618,1019.8,-4.768632,364.53,-0.5495988,-1.701673,0.5044944,0.3215509,-0.0166117,-0.9295994,0.6891782,-0.4445397,-0.0760065,-0.1696339,0.1477329,-0.03189766,0.001409414,-0.02409217,168.125,-0.9651793,0.2615893
2017-06-17 3:30,2017,168,3.5,0.0715,1.348949,1.165605,-9.879909,0.1099791,0,11.15,17.19,16.74,14.59,87.6,1.642926,1020.05,-4.593641,364.95,-0.4927449,-1.634101,0.3909275,0.4292771,0.2995612,-0.9300864,0.6642404,-0.4234217,-0.1166313,-0.143263,0.1536957,-0.0271894,-0.00851796,-0.01767923,168.1458,-0.965273,0.2612431
2017-06-17 4:00,2017,168,4,0.0624,1.114465,0.2900396,-7.632245,0.094,0.41,11.04,17.09,16.71,14.59,87.68,1.620451,1020.3,-4.156124,365.63,-0.5039661,-1.636456,0.4961674,0.378442,0.1495335,-0.937447,0.6653335,-0.4207488,-0.08739469,-0.1570053,0.1625187,-0.04449746,0.01014468,-0.009452598,168.1667,-0.9653667,0.2608969
2017-06-17 4:30,2017,168,4.5,0.056,1.140412,1.155608,-6.059925,0.1037172,7.09,11.2,17.03,16.68,14.57,87.09,1.71618,1020.4,-3.698819,367.72,-0.4347775,-1.578438,0.4723019,0.4005369,0.2201371,-0.9403461,0.6519315,-0.4067307,-0.06706765,-0.1547708,0.1681575,-0.04731823,0.0278943,-0.005165011,168.1875,-0.9654602,0.2605507
2017-06-17 5:00,2017,168,5,0.0733,0.6855727,2.260546,-5.691049,0.1246739,17.73,11.64,16.93,16.63,14.54,86.21,1.88735,1020.5,-3.250702,370.93,-0.2758826,-1.443861,0.4511749,0.2943345,0.292353,-1.029908,0.4899516,-0.3498397,-0.04186518,-0.1382676,0.1839135,-0.03242652,0.04149821,0.000656781,168.2083,-0.9655536,0.2602044
2017-06-17 5:30,2017,168,5.5,0.0678,0.6795997,6.445331,-2.541223,0.1479842,32.01,11.98,16.85,16.58,14.52,84.2,2.211522,1020.65,-2.876431,373.27,-0.09715219,-1.288655,0.3917037,0.3528037,0.4366783,-1.043984,0.4195025,-0.3563162,-0.03941697,-0.1195319,0.1900997,-0.04129854,0.04239405,0.004961063,168.2292,-0.9656468,0.2598581
2017-06-17 6:00,2017,168,6,0.0727,0.04263409,5.574635,-0.8773924,0.1229385,37.89,12.2,16.77,16.54,14.53,82.68,2.459657,1020.8,-2.93994,374.96,-0.01424937,-1.250016,0.5320793,0.2772771,0.1140216,-1.111612,0.3128312,-0.3590132,0.02204293,-0.1226978,0.2116698,-0.04517839,0.05318866,0.009631819,168.25,-0.9657399,0.2595118
2017-06-17 6:30,2017,168,6.5,0.0604,-0.8621003,10.48337,3.938163,0.1322411,63.56,12.5,16.71,16.52,14.53,81.89,2.623058,1020.95,-3.298129,377.58,0.2155004,-1.059288,0.6176678,0.02774808,0.02560396,-1.203445,0.1333652,-0.3258915,0.02263811,-0.09992166,0.2235974,-0.02665891,0.05134346,0.0112162,168.2708,-0.9658329,0.2591654
2017-06-17 7:00,2017,168,7,0.0506,-2.406865,16.66202,23.70313,0.1640087,158.74,13.07,16.62,16.47,14.5,79.34,3.106228,1021.1,-3.640418,383.5,0.7858229,-0.5695972,0.735047,-0.4294714,-0.02042233,-1.293009,-0.1476948,-0.3485459,0.1443228,-0.1590702,0.2251174,0.06209201,0.03530601,0.005684853,168.2917,-0.9659258,0.258819
2017-06-17 7:30,2017,168,7.5,0.0701,-3.19106,26.43642,34.57425,0.1924274,214.33,13.31,16.54,16.42,14.48,77.07,3.501968,1021.25,-4.04136,388.41,1.182017,-0.2223745,0.7678137,-0.6352144,0.02974874,-1.332252,-0.3084595,-0.3629248,0.1427849,-0.1404059,0.2308354,0.1017619,0.05476689,0.003937349,168.3125,-0.9660186,0.2584726
2017-06-17 8:00,2017,168,8,0.0572,-4.655312,35.61565,49.95221,0.1776196,262.36,13.75,16.48,16.38,14.6,76.68,3.665045,1021.4,-4.741576,394.59,1.552503,0.02259504,1.00572,-1.074695,-0.3360923,-1.399052,-0.435249,-0.3161996,0.1798173,-0.1333455,0.2670957,0.08013902,0.07170486,-0.000692587,168.3333,-0.9661112,0.2581262
2017-06-17 8:30,2017,168,8.5,0.0768,-4.437338,29.16649,57.0051,0.1946294,279.64,13.93,16.44,16.35,14.66,79.48,3.262916,1021.15,-5.674991,398.01,1.544778,-0.008698678,0.932809,-1.20309,-0.1196594,-1.322193,-0.3232671,-0.2482667,0.2986547,-0.2238589,0.2742547,0.08563989,0.09798133,-0.003280976,168.3542,-0.9662037,0.2577797
2017-06-17 9:00,2017,168,9,0.07,-5.732152,32.86239,70.04158,0.1883407,311.34,14.26,16.41,16.33,14.66,77.27,3.692484,1020.9,-6.494634,401.35,1.870585,0.2377709,1.060683,-1.518179,-0.4343258,-1.414005,-0.549104,-0.2773885,0.3664664,-0.25661,0.2647692,0.04938748,0.09678856,-0.002702447,168.375,-0.9662961,0.2574331
2017-06-17 9:30,2017,168,9.5,0.0752,-5.873944,62.81597,99.55762,0.2483393,409.67,14.49,16.54,16.48,14.64,69.9,4.96303,1020.8,-6.928436,406.68,2.684201,0.9122538,0.9420524,-1.432959,-0.1524274,-1.282699,-0.5680541,-0.5059905,0.2368267,-0.2088936,0.2016071,-0.001598683,0.06768939,0.000466989,168.3958,-0.9663884,0.2570866
2017-06-17 10:00,2017,168,10,0.0668,-5.068273,104.3666,123.7035,0.2369544,531.93,14.93,16.53,16.44,14.64,64.83,5.965966,1020.7,-7.326552,414.72,3.318694,1.356928,0.9460366,-1.06872,-0.2694141,-0.8978398,-0.04754226,-0.6385674,0.03326409,-0.0317249,0.2316491,0.0381883,0.04598974,-0.01079801,168.4167,-0.9664805,0.25674
2017-06-17 10:30,2017,168,10.5,0.0662,-5.260162,105.6517,117.4431,0.2223694,499.78,15.21,16.53,16.44,14.64,64.1,6.200489,1020.85,-7.696401,417.51,3.313621,1.29209,0.9827671,-1.008404,-0.4363818,-0.9828136,-0.1270848,-0.5639971,-0.001043539,0.02076529,0.2455837,-0.01615762,0.09228544,-0.003566543,168.4375,-0.9665725,0.2563934
2017-06-17 11:00,2017,168,11,0.064,-4.856583,107.2058,109.1057,0.2215843,489.45,15.21,16.53,16.41,14.64,62.3,6.511377,1021,-7.825276,421.06,3.31484,1.256012,0.9243969,-0.7606743,-0.4137687,-0.9906163,-0.1206298,-0.5496117,-0.03185198,0.07316407,0.2715109,0.01196906,0.1722456,-0.004489351,168.4583,-0.9666644,0.2560467
2017-06-17 11:30,2017,168,11.5,NA,-4.625028,103.4864,121.2357,0.0827,492.21,15.66,16.54,16.4,14.64,61.44,6.85497,1020.9,-7.951679,423.13,3.170043,0.9415015,1.294355,-0.4908609,-1.500813,-0.783923,0.3451149,-0.6010813,0.1801851,-0.008846414,0.2873127,-0.08681452,0.1570353,0.000898456,168.4792,-0.9667562,0.2557
2017-06-17 12:00,2017,168,12,0.0721,-5.822858,127.7306,116.2284,0.1987907,481,15.53,16.59,16.39,14.64,62.63,6.588315,1020.8,-8.160408,422.35,3.516635,1.385966,1.07521,-1.034958,-0.7834744,-1.033629,-0.1483606,-0.478353,-0.2330809,0.2273368,0.266025,-0.1253627,0.1359305,-0.01012739,168.5,-0.9668478,0.2553533
2017-06-17 12:30,2017,168,12.5,0.068,-5.193295,127.9386,118.365,0.1772463,478.11,15.76,16.59,16.4,14.63,61.94,6.809533,1020.7,-8.325677,424.62,3.489461,1.295192,1.052421,-0.7870021,-0.8783751,-0.9281107,0.04802572,-0.4834986,-0.1904327,0.2109779,0.267707,-0.1614107,0.1541926,-0.003727696,168.5208,-0.9669393,0.2550065
2017-06-17 13:00,2017,168,13,0.0748,-4.784019,107.3937,91.76841,0.2316028,392.64,15.69,16.69,16.42,14.65,63.6,6.48342,1020.6,-8.456319,418.52,3.116685,1.043957,0.7665212,-0.6949227,-0.3342354,-1.153877,-0.2913277,-0.400205,-0.2007348,0.1776095,0.2586907,-0.1323219,0.148355,-0.008472413,168.5417,-0.9670307,0.2546597
2017-06-17 13:30,2017,168,13.5,0.066,-4.846565,104.5483,89.34968,0.2091548,384.44,15.63,16.77,16.45,14.66,64.71,6.261606,1020.3,-8.648795,417.83,3.00965,0.9265527,0.8024201,-0.7408993,-0.5080096,-1.149858,-0.2396976,-0.3899759,-0.1809317,0.1799823,0.2617557,-0.1229569,0.1498689,-0.01467806,168.5625,-0.967122,0.2543129
2017-06-17 14:00,2017,168,14,0.072,-3.531012,83.12934,72.62504,0.2342455,347.31,15.64,16.79,16.45,14.66,65.75,6.08097,1020,-8.93137,415.56,2.657796,0.6340336,0.5142546,-0.3790015,-0.07129506,-1.1327,-0.2029648,-0.3705006,-0.04890258,0.0726708,0.2674082,-0.03817056,0.1710472,-0.01495883,168.5833,-0.9672131,0.2539661
2017-06-17 14:30,2017,168,14.5,0.0636,-4.872748,125.2767,126.3066,0.2658962,538.42,16.24,16.82,16.43,14.63,64.52,6.545552,1020,-9.192393,424.31,3.684277,1.491772,0.7233262,-0.9989216,-0.1090752,-0.8700108,0.03604522,-0.4496985,-0.1389085,0.1059801,0.228651,-0.03177494,0.06574773,-0.0382052,168.6042,-0.9673041,0.2536192
2017-06-17 15:00,2017,168,15,0.0729,-4.915506,105.8454,89.45855,0.2186891,354.92,16.01,16.89,16.47,14.64,65,6.362931,1020,-9.313848,418.69,3.036599,0.9068065,0.7250495,-0.7627752,-0.4628882,-1.19762,-0.2997047,-0.3298964,-0.2157809,0.1927563,0.2332022,-0.219978,0.1412879,-0.01836216,168.625,-0.967395,0.2532723
2017-06-17 15:30,2017,168,15.5,0.0783,-4.93534,110.2672,81.93145,0.2155253,325.73,15.92,16.97,16.5,14.67,63.84,6.536128,1020.05,-9.28655,416.8,3.006059,0.8750776,0.7157393,-0.6702096,-0.5153684,-1.260621,-0.3804169,-0.3420167,-0.3319727,0.2694344,0.2355331,-0.2538373,0.1372902,-0.02092161,168.6458,-0.9674858,0.2529253
2017-06-17 16:00,2017,168,16,0.0734,-3.509257,82.59724,48.53065,0.2335948,241.96,16,17.04,16.54,14.67,62.88,6.744035,1020.1,-9.241939,410.64,2.503738,0.4480611,0.4127714,-0.0700181,-0.1382002,-1.383057,-0.5292115,-0.3286695,-0.2408406,0.1842544,0.2487207,-0.1524367,0.1400495,-0.01670168,168.6667,-0.9675765,0.2525783
2017-06-17 16:30,2017,168,16.5,0.0586,-2.18109,51.50518,27.28894,0.1678838,181.22,15.78,17.11,16.57,14.68,63.6,6.520872,1019.9,-9.161288,406.02,1.868501,-0.1559115,0.3827493,0.447391,-0.4012178,-1.337002,-0.3331781,-0.3685784,0.01006827,0.04402827,0.2718765,-0.07298465,0.1702926,-0.01640791,168.6875,-0.967667,0.2522313
2017-06-17 17:00,2017,168,17,NA,-1.969287,51.99826,14.78295,0.1952022,118.75,15.53,17.19,16.62,14.71,66.21,5.957162,1019.7,-8.927291,399.69,1.62788,-0.2932263,0.2456289,0.3942755,-0.1044361,-1.41752,-0.420161,-0.3148214,-0.1646309,0.1332928,0.2565607,-0.1415029,0.1206405,-0.01663706,168.7083,-0.9677574,0.2518843
2017-06-17 17:30,2017,168,17.5,NA,-1.301947,33.53465,8.918763,0.1843141,94.33,14.99,17.2,16.66,14.71,70.37,5.045659,1019.65,-8.677746,395.44,1.204416,-0.6067995,0.2249043,0.3983941,0.02911009,-1.353814,-0.2543262,-0.3090162,-0.02941303,0.03363956,0.2477773,-0.1019481,0.1250084,-0.01530587,168.7292,-0.9678476,0.2515372
2017-06-17 18:00,2017,168,18,NA,-1.098681,25.22168,8.966066,0.171828,77.88,14.62,17.11,16.57,14.72,75.16,4.130273,1019.6,-8.513355,393.04,0.9099228,-0.8031287,0.2710076,0.2306106,0.06812232,-1.28629,-0.09204207,-0.2439496,0.02543493,-0.009567219,0.2531806,-0.118203,0.1213048,-0.01954918,168.75,-0.9679378,0.2511901
2017-06-17 18:30,2017,168,18.5,NA,-0.5534135,13.07883,4.494996,0.1862116,62.52,14.45,17.13,16.51,14.71,73.54,4.351584,1019.65,-8.370164,391.16,0.8013946,-0.8659503,0.1562938,0.4657597,0.2584411,-1.294338,-0.1555453,-0.3166325,0.1256293,-0.1046115,0.2386113,-0.1020359,0.1342155,-0.02734642,168.7708,-0.9680278,0.2508429
2017-06-17 19:00,2017,168,19,NA,-0.1252425,10.62306,-3.437837,0.0876,45.42,13.96,17.17,16.57,14.73,76.62,3.724935,1019.7,-8.098007,386.66,0.3736997,-1.276053,0.4226895,0.5853341,-0.3819249,-1.156304,0.2397271,-0.3221513,0.120594,-0.0561988,0.2738869,-0.05787245,0.1140195,-0.02774341,168.7917,-0.9681177,0.2504957
2017-06-17 19:30,2017,168,19.5,NA,1.21407,8.597437,-1.131328,0.0526,21.2,13.82,17.19,16.59,14.73,76.66,3.684912,1019.45,-7.730096,385.65,0.1518885,-1.51043,0.3636744,1.003105,-0.4487422,-0.9445647,0.6235172,-0.3887831,0.157978,-0.08372778,0.2606167,-0.1502377,0.1179868,-0.02012696,168.8125,-0.9682075,0.2501485
2017-06-17 20:00,2017,168,20,NA,1.51988,1.405312,-11.73586,0.0515,7.06,13.97,17.18,16.59,14.58,78.68,3.398938,1019.2,-7.272085,384.37,-0.05021856,-1.661723,0.2833922,1.041019,-0.3835466,-0.9620382,0.6569903,-0.3041596,0.1865547,-0.08061922,0.2539801,-0.07312203,0.1074569,-0.01676822,168.8333,-0.9682971,0.2498013
2017-06-17 20:30,2017,168,20.5,NA,1.44703,1.616062,-11.46466,0.0491,1.52,13.65,17.16,16.6,14.53,81.07,2.955815,1019.2,-6.81902,382.76,-0.1572154,-1.704526,0.3214427,0.9001938,-0.3661231,-0.947097,0.712321,-0.2736661,0.1528041,-0.0696939,0.239157,-0.07909033,0.1033108,-0.01393227,168.8542,-0.9683866,0.249454
2017-06-17 21:00,2017,168,21,0.0685,1.639349,2.421561,-3.693801,0.0723,0,13.38,17.14,16.6,14.53,83.86,2.476248,1019.2,-6.503049,381.58,-0.1998043,-1.684142,0.278903,0.7565628,-0.09497977,-0.8793935,0.8089827,-0.2543676,0.1307785,-0.1033439,0.2083092,-0.1439019,0.08750273,-0.01199754,168.875,-0.968476,0.2491067
2017-06-17 21:30,2017,168,21.5,NA,1.378064,1.522683,-10.77774,0.0377,0,13.08,17.11,16.6,14.53,84.01,2.405666,1019.3,-6.070125,380.57,-0.3070494,-1.772883,0.4102015,0.7393239,-0.4007991,-0.908659,0.8124632,-0.2581369,0.1145124,-0.06977837,0.2372004,-0.07208021,0.107164,-0.01203689,168.8958,-0.9685653,0.2487594
2017-06-17 22:00,2017,168,22,NA,1.426129,1.560522,-11.07571,0.0559,0,13.31,17.1,16.61,14.52,83.48,2.523005,1019.4,-5.458061,380.01,-0.2583656,-1.721414,0.3555822,0.7658527,-0.2575735,-0.9374214,0.7547943,-0.2529674,0.111096,-0.07349721,0.2328858,-0.07390496,0.0789555,-0.008668708,168.9167,-0.9686545,0.248412
2017-06-17 22:30,2017,168,22.5,NA,1.378064,1.522683,-10.81921,0.0338,0,13.07,17.04,16.59,14.52,84.21,2.374025,1019.55,-4.934683,379.58,-0.3340256,-1.77459,0.4536389,0.7441398,-0.4176632,-0.9113415,0.8279269,-0.2549476,0.1124678,-0.07082309,0.2431603,-0.07149359,0.09023138,-0.005358074,168.9375,-0.9687435,0.2480646
2017-06-17 23:00,2017,168,23,NA,1.417117,1.549391,-10.83135,0.033,0,13.15,17.04,16.6,14.53,84.47,2.347169,1019.7,-4.556879,379.5,-0.3408058,-1.786423,0.4700289,0.7515611,-0.4074908,-0.9112267,0.8476236,-0.2420509,0.1143036,-0.07041377,0.2472408,-0.07206187,0.08106426,-0.004247289,168.9583,-0.9688324,0.2477171
2017-06-17 23:30,2017,168,23.5,NA,1.239275,1.595596,-10.7175,0.0207,0,12.97,17.01,16.59,14.52,86.9,1.956749,1019.6,-4.308041,378.44,-0.4352603,-1.844784,0.5324227,0.5935596,-0.4920727,-0.8952291,0.9109562,-0.198776,0.09542428,-0.06476909,0.2503755,-0.06162483,0.07207719,-0.004661875,168.9792,-0.9689212,0.2473697
2017-06-18 0:00,2017,169,0,NA,1.077128,0.9874742,-10.48674,0.0336,0,12.62,16.97,16.59,14.53,89.96,1.465692,1019.5,-4.216083,377.01,-0.5172569,-1.857577,0.5290367,0.3732876,-0.3605642,-0.8935028,0.9193339,-0.1507804,0.05350729,-0.07567051,0.2452539,-0.04688399,0.06980731,-0.004160868,169,-0.9690098,0.2470222
2017-06-18 0:30,2017,169,0.5,NA,1.921446,1.00028,-4.144625,0.0678,0,12.51,16.95,16.59,14.53,90.31,1.404424,1019.55,-4.025192,376.22,-0.523125,-1.824732,0.3736728,0.5307476,0.05731152,-0.7778393,1.052827,-0.1892342,0.05403285,-0.1254046,0.2143918,-0.1043017,0.05484884,0.000453255,169.0208,-0.9690984,0.2466746
2017-06-18 1:00,2017,169,1,NA,1.102427,0.97278,-3.660037,0.0821,0.2,12.29,16.91,16.57,14.53,90.78,1.31713,1019.6,-3.828295,375.52,-0.4598864,-1.715952,0.4279417,0.2500438,0.05250823,-0.8938835,0.8371051,-0.1729666,0.02437327,-0.128433,0.2080214,-0.1015381,0.05972574,0.000147102,169.0417,-0.9691868,0.2463271
2017-06-18 1:30,2017,169,1.5,0.0529,1.234817,1.009198,-1.946421,0.0683,0.32,12.65,16.89,16.55,14.53,91.17,1.291588,1019.7,-3.90099,376.28,-0.473703,-1.766893,0.4640535,0.2944936,-0.02826823,-0.8591711,0.9278809,-0.1385332,0.06082286,-0.1263992,0.2183158,-0.1219258,0.03849922,0.001370628,169.0625,-0.969275,0.2459795
2017-06-18 2:00,2017,169,2,0.065,0.3006554,-1.187417,-1.370658,0.0627,0.59,12.74,16.81,16.55,14.52,89.59,1.531707,1019.8,-4.206533,377.26,-0.3612636,-1.669244,0.5696595,0.1120235,-0.2444381,-0.9969624,0.6767765,-0.1429426,0.1047253,-0.1368578,0.2226765,-0.1260792,0.05372769,0.01170684,169.0833,-0.9693632,0.2456319
2017-06-18 2:30,2017,169,2.5,NA,1.986092,1.776915,-3.379437,0.0822,0.28,12.77,16.77,16.51,14.52,88.84,1.645291,1019.8,-4.701462,377.45,-0.4436512,-1.744539,0.3412575,0.6140438,0.1602453,-0.7859275,0.985659,-0.1825136,0.07076757,-0.1208946,0.22804,-0.1257127,0.05536993,0.01358053,169.1042,-0.9694512,0.2452842
2017-06-18 3:00,2017,169,3,NA,3.274613,-1.605093,-4.786182,0.157169,0,12.55,16.71,16.5,14.51,90.26,1.415382,1019.8,-5.165297,376.44,-0.5095432,-1.716581,0.009951409,0.8196506,0.9904862,-0.6746355,1.078828,-0.179929,0.04486934,-0.1738972,0.2032676,-0.1034039,0.05790661,0.01858971,169.125,-0.9695391,0.2449365
2017-06-18 3:30,2017,169,3.5,NA,1.146696,0.950067,-3.729531,0.1751165,0,11.96,16.69,16.48,14.52,93.34,0.9309705,1019.85,-5.594506,374.41,-0.4102967,-1.521053,0.2112288,0.02683977,0.8526692,-0.9342397,0.6352984,-0.0958664,-0.06771529,-0.1529112,0.187618,-0.09304034,0.06131054,0.01063494,169.1458,-0.9696269,0.2445888
2017-06-18 4:00,2017,169,4,NA,2.877914,0.8821874,-9.450906,0.1657075,0.01,12,16.67,16.45,14.52,95.16,0.6783473,1019.9,-6.058342,374.36,-0.6486887,-1.756665,0.0748105,0.476043,1.0853,-0.6929836,1.080102,-0.06720003,-0.07789558,-0.1365759,0.2123612,-0.04186486,0.06004129,0.008498492,169.1667,-0.9697146,0.244241
2017-06-18 4:30,2017,169,4.5,NA,1.216843,1.121159,-1.318278,0.1579126,1.41,11.74,16.6,16.42,14.51,95.75,0.5855262,1019.95,-6.487551,374,-0.5176736,-1.594859,0.2933466,-0.04977498,0.7751184,-0.8590274,0.7735594,-0.05417939,-0.07161406,-0.1638768,0.1909809,-0.1009553,0.06259799,0.01181564,169.1875,-0.9698021,0.2438933
2017-06-18 5:00,2017,169,5,NA,1.254986,1.826587,-12.53161,0.1494684,6.31,11.69,16.58,16.42,14.51,95.94,0.5575055,1020,-7.01004,373.45,-0.5892488,-1.657371,0.3018018,0.001794401,0.7151765,-0.8836218,0.7624436,-0.02143317,-0.1233164,-0.1037774,0.2278859,0.01566856,0.07014693,0.009251292,169.2083,-0.9698895,0.2435454
2017-06-18 5:30,2017,169,5.5,NA,0.2165455,3.181021,3.056626,0.202518,22.59,11.56,16.53,16.4,14.51,95.94,0.5527354,1020.15,-7.625809,373.58,-0.3177177,-1.341164,0.3111418,-0.4266733,0.9812595,-0.9861406,0.4662799,-0.04334418,-0.1096357,-0.178909,0.1747847,-0.07351371,0.05244008,0.01192346,169.2292,-0.9699768,0.2431976
2017-06-18 6:00,2017,169,6,NA,0.3510525,3.531915,3.730035,0.1907258,28.7,11.62,16.52,16.37,14.5,95.7,0.5877364,1020.3,-8.114025,374.17,-0.3246679,-1.364054,0.3508312,-0.3600253,0.9104791,-0.9481454,0.5339938,-0.04587217,-0.08796293,-0.1757469,0.1816098,-0.06404714,0.05436001,0.009078736,169.25,-0.9700639,0.2428497
2017-06-18 6:30,2017,169,6.5,NA,-0.1430057,1.647549,5.652967,0.1526773,42.18,11.88,16.44,16.35,14.5,94.72,0.7341832,1020.35,-8.383527,375.49,-0.2882529,-1.379153,0.5094848,-0.4128109,0.51558,-0.9696568,0.5177558,-0.05074422,0.00102039,-0.1847286,0.2077258,-0.04204282,0.05192145,0.01496243,169.2708,-0.970151,0.2425018
2017-06-18 7:00,2017,169,7,NA,-0.5054761,7.05542,8.496377,0.1774879,80.29,12.22,16.42,16.31,14.5,93.99,0.854619,1020.4,-8.701789,378.34,-0.06830885,-1.193766,0.4857175,-0.5354174,0.6334161,-0.9978853,0.4300857,-0.02492196,-0.002910322,-0.1537205,0.2269256,0.0292582,0.04762298,0.006496649,169.2917,-0.9702379,0.2421539
2017-06-18 7:30,2017,169,7.5,NA,-0.8066863,1.962645,13.93966,0.2017669,98.52,12.49,16.37,16.28,14.49,94.09,0.8554444,1020.5,-9.029945,380.23,0.04201376,-1.091212,0.4640308,-0.6762189,0.7882332,-1.037812,0.3204517,-0.002185973,0.1002819,-0.2231778,0.2206192,0.04363301,0.04710301,0.00708524,169.3125,-0.9703246,0.2418059
2017-06-18 8:00,2017,169,8,NA,-1.254516,2.523408,11.53095,0.2194834,88.57,12.49,16.34,16.26,14.49,93.8,0.8974205,1020.6,-9.095927,380.59,0.0989738,-1.017465,0.4573477,-0.7967156,0.8537232,-1.139434,0.1387771,0.02678442,0.06486094,-0.2021388,0.2207307,0.03166254,0.06104004,0.008773638,169.3333,-0.9704113,0.2414579
2017-06-18 8:30,2017,169,8.5,NA,-0.4282865,2.062832,6.617762,0.1796306,79.94,12.58,16.33,16.24,14.5,94.08,0.861968,1020.85,-9.031176,380.8,-0.07764393,-1.225807,0.5081101,-0.4874385,0.6834094,-1.020168,0.4144556,0.03818812,0.08103757,-0.1749888,0.2508028,0.04621346,0.06750035,0.008827123,169.3542,-0.9704978,0.2411099
2017-06-18 9:00,2017,169,9,NA,-1.349455,7.379291,17.5848,0.1686371,91.38,12.66,16.28,16.22,14.49,94.86,0.7523347,1021.1,-8.966425,382.49,0.06676401,-1.101327,0.6909602,-0.8071908,0.4691705,-1.064576,0.3497737,0.07286856,0.08323123,-0.1687726,0.2399971,-0.02712985,0.06149321,0.01246107,169.375,-0.9705842,0.2407618
2017-06-18 9:30,2017,169,9.5,NA,-1.418698,7.503894,15.25782,0.1960592,92.85,12.63,16.26,16.22,14.49,95.05,0.7231009,1021.2,-8.857508,382.89,0.1076031,-1.036232,0.6270304,-0.8610495,0.6815732,-1.111782,0.253299,0.09758639,0.05483459,-0.1616024,0.2406741,-0.001884021,0.07267025,0.0134269,169.3958,-0.9706705,0.2404137
2017-06-18 10:00,2017,169,10,NA,-1.802244,10.15595,18.99418,0.1929816,120.99,12.92,16.24,16.16,14.48,94.82,0.7712109,1021.3,-8.597717,385.44,0.2370769,-0.9438857,0.692683,-0.9728788,0.5897883,-1.124311,0.2361009,0.1251656,0.09125309,-0.1507922,0.2594895,0.03916298,0.07248793,0.00445531,169.4167,-0.9707567,0.2400656
